transaction_id,customer_id,timestamp,amount,transaction_type,device_type,ip_address,merchant_category,merchant_country,international,account_age_days,failed_logins,device_fingerprint,fraud
568.0,4854.0,,54.72,Transfer,Desktop,192.168.2.14,,IN,0.0,1969.0,2.0,DF-473007,0.0
569.0,2077.0,2023-04-14,108.25,POS Purchase,Tablet,192.168.101.254,Retail,DE,0.0,685.0,0.0,DF-100895,0.0
570.0,4050.0,2023-09-28,57.85,POS Purchase,Tablet,192.168.254.224,Others,CN,1.0,3297.0,2.0,DF-925571,0.0
571.0,3491.0,,77.3,POS Purchase,Desktop,192.168.209.22,Travel,UK,0.0,3391.0,,DF-564829,
572.0,3660.0,2023-07-17,29.0,Online Purchase,Tablet,192.168.234.130,Electronics,US,0.0,2846.0,1.0,,0.0
573.0,4040.0,2023-01-01,70.25,POS Purchase,Mobile,192.168.157.172,Electronics,DE,0.0,2509.0,1.0,,0.0
574.0,3311.0,2023-06-16,169.86,Transfer,Mobile,192.168.16.113,,FR,0.0,1573.0,2.0,,0.0
575.0,4124.0,2023-05-06,116.63,Transfer,Desktop,192.168.185.57,Retail,UK,,3891.0,2.0,DF-216927,0.0
576.0,2595.0,2023-11-09,85.15,Transfer,Tablet,192.168.223.109,Others,CN,1.0,1377.0,1.0,DF-840374,0.0
577.0,4051.0,2023-03-22,274.44,Online Purchase,Tablet,192.168.184.134,Retail,IN,0.0,1855.0,2.0,DF-863431,0.0
578.0,4691.0,2023-09-08,447.94,POS Purchase,Desktop,192.168.166.77,,IN,0.0,3033.0,1.0,DF-357933,0.0
579.0,1004.0,2023-06-18,,POS Purchase,Desktop,192.168.185.183,Food,DE,1.0,3530.0,0.0,DF-117743,0.0
580.0,,2023-03-14,80.69,ATM Withdrawal,Tablet,192.168.142.43,Electronics,US,0.0,1346.0,1.0,DF-770949,0.0
581.0,2219.0,,272.86,Online Purchase,Desktop,192.168.11.7,Others,IN,,2454.0,1.0,DF-560305,0.0
582.0,1773.0,2023-03-11,32.97,,Mobile,192.168.79.40,Electronics,US,0.0,3636.0,2.0,DF-118919,0.0
,1876.0,2023-09-19,27.93,Transfer,Tablet,192.168.161.45,Electronics,UK,1.0,1137.0,0.0,DF-190098,0.0
584.0,1991.0,2023-12-06,84.82,POS Purchase,Desktop,192.168.215.247,Retail,CN,0.0,3868.0,0.0,,
585.0,3931.0,2023-11-04,329.74,Transfer,Desktop,192.168.28.15,,US,0.0,1426.0,,DF-813891,0.0
586.0,4421.0,2023-09-02,56.56,POS Purchase,Desktop,192.168.132.4,Electronics,IN,0.0,3125.0,1.0,DF-611971,0.0
587.0,1046.0,2023-01-03,13.07,POS Purchase,Tablet,192.168.243.29,Others,US,0.0,938.0,1.0,DF-904199,0.0
588.0,3914.0,2023-12-03,28.25,ATM Withdrawal,Mobile,192.168.116.177,Others,CN,,2402.0,0.0,DF-144200,0.0
589.0,3870.0,2023-03-04,391.44,Online Purchase,Mobile,192.168.241.4,Others,US,0.0,3949.0,0.0,DF-934384,0.0
590.0,3983.0,2023-02-18,200.91,POS Purchase,Tablet,192.168.234.140,Electronics,CN,0.0,345.0,1.0,DF-397307,0.0
591.0,4891.0,2023-03-17,58.39,POS Purchase,Desktop,192.168.226.48,Others,CN,1.0,3651.0,1.0,DF-547229,0.0
,3703.0,,162.07,POS Purchase,Tablet,192.168.88.49,Others,FR,0.0,1997.0,0.0,DF-736102,
593.0,1268.0,2023-04-19,149.98,ATM Withdrawal,Tablet,192.168.13.107,Travel,,,250.0,1.0,DF-398195,0.0
594.0,1369.0,2023-07-02,213.1,POS Purchase,Desktop,192.168.45.217,Travel,US,0.0,1975.0,0.0,DF-819529,0.0
595.0,,2023-07-11,53.1,Online Purchase,Tablet,192.168.81.125,Food,US,0.0,2291.0,3.0,DF-473911,0.0
596.0,2129.0,2023-03-06,399.61,Online Purchase,Mobile,192.168.83.33,Retail,CN,0.0,3573.0,2.0,DF-544276,0.0
597.0,2693.0,2023-12-03,74.03,Transfer,Tablet,192.168.70.174,Retail,CN,,874.0,1.0,DF-651488,0.0
598.0,2682.0,2023-09-28,236.92,Online Purchase,Desktop,192.168.59.73,Others,US,0.0,1544.0,2.0,DF-438449,1.0
599.0,1656.0,2023-04-10,3.25,Transfer,Tablet,192.168.206.80,Food,US,0.0,1138.0,1.0,,0.0
600.0,1119.0,,,Online Purchase,Mobile,192.168.138.97,Food,,1.0,2462.0,2.0,DF-912045,0.0
601.0,1830.0,2023-12-18,86.68,Transfer,Tablet,192.168.90.212,,FR,1.0,1057.0,0.0,DF-640690,0.0
602.0,2810.0,2023-05-08,156.83,POS Purchase,Tablet,192.168.94.177,Food,FR,0.0,1760.0,2.0,,0.0
603.0,4675.0,2023-12-05,15.1,,Tablet,192.168.248.131,Electronics,US,0.0,3215.0,0.0,DF-613784,0.0
,2081.0,2023-02-12,312.25,ATM Withdrawal,Tablet,192.168.168.186,Others,UK,0.0,1268.0,1.0,DF-125196,0.0
605.0,2974.0,2023-03-19,49.12,ATM Withdrawal,Desktop,,Electronics,US,0.0,1389.0,1.0,DF-140454,0.0
606.0,2369.0,2023-11-10,226.04,POS Purchase,Mobile,192.168.80.240,Retail,IN,0.0,2954.0,1.0,DF-368095,0.0
607.0,1740.0,,325.13,ATM Withdrawal,Mobile,192.168.189.239,Travel,DE,0.0,2730.0,3.0,DF-884385,
608.0,4545.0,,165.05,Online Purchase,Mobile,192.168.83.24,Electronics,DE,1.0,1220.0,2.0,DF-629670,0.0
609.0,1116.0,2023-06-11,,Transfer,Tablet,192.168.231.214,Others,IN,1.0,316.0,2.0,DF-292027,0.0
610.0,2853.0,2023-07-08,216.86,POS Purchase,Mobile,192.168.206.32,Electronics,US,0.0,1973.0,0.0,DF-126089,0.0
611.0,3838.0,2023-09-04,87.87,ATM Withdrawal,Desktop,192.168.18.56,Electronics,UK,,3596.0,,DF-905200,
612.0,2150.0,2023-08-04,330.95,Online Purchase,Tablet,192.168.14.40,Food,FR,0.0,2461.0,2.0,DF-462781,0.0
613.0,4464.0,2023-11-11,69.83,Online Purchase,Tablet,192.168.196.207,Travel,US,0.0,3095.0,0.0,DF-726941,0.0
614.0,,2023-12-05,169.36,POS Purchase,Mobile,192.168.59.108,Retail,UK,0.0,2924.0,0.0,DF-348404,0.0
615.0,2012.0,2023-06-17,,POS Purchase,Tablet,192.168.239.95,Others,CN,0.0,2594.0,0.0,DF-729960,0.0
616.0,2664.0,2023-12-05,95.27,ATM Withdrawal,,192.168.21.170,Others,CN,0.0,2204.0,0.0,DF-588739,0.0
617.0,2081.0,2023-07-12,72.13,Transfer,Mobile,,Retail,FR,,1486.0,1.0,DF-322485,0.0
618.0,1633.0,2023-10-10,123.0,ATM Withdrawal,Desktop,192.168.165.25,Others,UK,1.0,1139.0,0.0,DF-553966,0.0
619.0,,2023-12-02,340.71,ATM Withdrawal,Desktop,192.168.243.208,Food,IN,0.0,1651.0,0.0,DF-247021,0.0
620.0,4822.0,2023-01-13,531.63,POS Purchase,Mobile,192.168.132.124,Electronics,,0.0,1960.0,,DF-361530,1.0
621.0,3849.0,2023-08-28,157.53,ATM Withdrawal,Desktop,192.168.176.96,Food,FR,0.0,3637.0,0.0,DF-340849,0.0
622.0,2119.0,2023-11-16,216.63,ATM Withdrawal,Desktop,192.168.218.132,Food,DE,1.0,3146.0,1.0,DF-911645,0.0
623.0,4709.0,2023-05-27,467.17,Transfer,Desktop,192.168.228.70,Food,DE,1.0,2023.0,1.0,DF-426665,0.0
624.0,2141.0,2023-07-23,20.75,Online Purchase,Tablet,192.168.175.17,Retail,US,0.0,652.0,2.0,DF-920463,0.0
625.0,1559.0,2023-03-21,52.81,Online Purchase,Tablet,192.168.94.133,Travel,DE,1.0,2367.0,1.0,DF-163253,0.0
626.0,4672.0,2023-02-12,246.82,Transfer,Tablet,192.168.65.126,,IN,0.0,1960.0,1.0,DF-952886,0.0
627.0,1487.0,2023-03-30,347.16,Online Purchase,Desktop,192.168.204.41,Retail,,0.0,2774.0,1.0,DF-891347,0.0
628.0,4308.0,2023-05-28,,ATM Withdrawal,Tablet,192.168.116.179,Food,US,0.0,1288.0,0.0,DF-490313,0.0
629.0,4956.0,2023-04-05,107.27,Transfer,,192.168.10.25,Travel,CN,0.0,,1.0,,0.0
630.0,,2023-05-31,18.72,Transfer,,192.168.148.193,,UK,0.0,435.0,0.0,DF-356815,0.0
631.0,4343.0,2023-01-02,115.17,POS Purchase,Desktop,192.168.167.55,Travel,DE,0.0,3774.0,2.0,DF-899556,0.0
632.0,,2023-01-22,52.46,Online Purchase,Tablet,192.168.117.178,Food,CN,0.0,1558.0,1.0,DF-968349,0.0
633.0,1703.0,2023-11-09,68.84,POS Purchase,Desktop,192.168.147.208,Retail,US,0.0,1765.0,0.0,DF-834130,0.0
634.0,2470.0,2023-11-24,295.92,ATM Withdrawal,Tablet,192.168.207.56,Travel,CN,0.0,3223.0,1.0,DF-821368,0.0
635.0,1580.0,,15.71,Transfer,Tablet,192.168.233.4,Others,US,0.0,1998.0,1.0,DF-131191,
,3837.0,2023-07-25,351.57,,Mobile,192.168.13.23,Retail,,0.0,3325.0,0.0,DF-435712,0.0
637.0,3908.0,2023-04-24,111.61,Online Purchase,,192.168.242.67,Retail,CN,0.0,2053.0,1.0,DF-550297,0.0
638.0,3294.0,,181.3,POS Purchase,Tablet,192.168.179.47,Retail,DE,1.0,906.0,1.0,DF-700759,0.0
639.0,4147.0,2023-03-24,18.79,Online Purchase,Desktop,192.168.215.174,Travel,IN,1.0,3124.0,1.0,DF-923524,0.0
640.0,1153.0,2023-06-28,82.3,ATM Withdrawal,Mobile,192.168.59.200,Electronics,DE,0.0,2274.0,1.0,,0.0
641.0,2679.0,2023-07-29,18.8,POS Purchase,,192.168.2.118,Retail,,0.0,2556.0,1.0,DF-603191,0.0
642.0,4506.0,2023-11-24,651.65,,Tablet,192.168.136.209,Others,IN,0.0,2362.0,1.0,DF-742446,0.0
643.0,1996.0,2023-05-04,329.28,ATM Withdrawal,Desktop,192.168.99.82,Others,IN,1.0,3619.0,0.0,DF-549738,0.0
644.0,4157.0,,123.1,Online Purchase,Mobile,192.168.23.131,Food,CN,0.0,337.0,2.0,DF-159051,0.0
645.0,3744.0,2023-01-12,,Transfer,Mobile,192.168.136.224,Electronics,US,1.0,374.0,1.0,DF-718064,1.0
646.0,,2023-05-06,541.98,POS Purchase,Desktop,192.168.0.115,Electronics,DE,0.0,3702.0,0.0,DF-825718,0.0
647.0,2243.0,2023-02-22,84.5,POS Purchase,Mobile,192.168.242.162,Travel,DE,1.0,3098.0,1.0,,0.0
648.0,2092.0,2023-11-27,35.11,POS Purchase,Desktop,192.168.201.139,Food,US,0.0,3068.0,4.0,DF-545379,0.0
649.0,4118.0,2023-10-10,165.64,Transfer,,192.168.145.205,Travel,FR,1.0,1943.0,1.0,DF-750334,0.0
650.0,2008.0,2023-05-20,575.68,POS Purchase,Mobile,192.168.9.201,Food,US,0.0,2475.0,1.0,DF-405269,0.0
651.0,3141.0,2023-04-07,0.77,,Tablet,,Electronics,FR,1.0,814.0,3.0,DF-194817,0.0
652.0,2773.0,2023-01-05,54.39,POS Purchase,Desktop,192.168.128.221,Travel,,0.0,,2.0,DF-150249,0.0
653.0,1957.0,2023-02-26,557.57,Online Purchase,Tablet,192.168.78.199,Food,DE,0.0,825.0,1.0,DF-243396,1.0
654.0,4059.0,,37.53,Online Purchase,Tablet,192.168.249.98,Electronics,IN,1.0,3878.0,1.0,DF-504809,0.0
655.0,1452.0,2023-03-10,24.04,Online Purchase,Tablet,192.168.209.232,Electronics,CN,0.0,1168.0,1.0,DF-538458,0.0
656.0,2227.0,2023-04-28,168.88,Online Purchase,Desktop,192.168.143.212,Retail,,0.0,2713.0,0.0,,0.0
657.0,3959.0,2023-02-28,395.87,Transfer,Desktop,192.168.142.189,Travel,US,0.0,479.0,3.0,DF-373374,0.0
658.0,3265.0,2023-02-02,129.68,ATM Withdrawal,Desktop,192.168.132.44,Retail,US,0.0,2849.0,0.0,DF-453033,0.0
659.0,3521.0,2023-11-14,1042.95,ATM Withdrawal,Desktop,192.168.117.51,Electronics,DE,1.0,1457.0,2.0,DF-509322,0.0
660.0,3479.0,2023-02-19,227.37,Online Purchase,Desktop,192.168.198.111,Travel,US,0.0,2758.0,1.0,DF-180741,0.0
661.0,3388.0,,15.39,ATM Withdrawal,Mobile,,Travel,CN,0.0,2625.0,1.0,DF-158676,0.0
662.0,1550.0,2023-08-02,987.63,ATM Withdrawal,Mobile,192.168.216.213,Others,DE,1.0,,1.0,DF-330825,0.0
663.0,2635.0,2023-07-16,104.81,POS Purchase,Mobile,192.168.111.12,Food,FR,0.0,1699.0,0.0,DF-406567,0.0
664.0,2312.0,2023-02-16,,Transfer,Tablet,192.168.16.232,Others,US,1.0,273.0,0.0,DF-383978,0.0
665.0,4325.0,2023-06-16,163.23,Online Purchase,Tablet,192.168.43.140,Others,DE,,2142.0,2.0,DF-759863,
666.0,2757.0,2023-10-16,72.57,ATM Withdrawal,Desktop,,Electronics,US,0.0,3338.0,0.0,DF-588754,0.0
667.0,1356.0,2023-05-21,18.09,ATM Withdrawal,Desktop,192.168.4.230,Food,CN,0.0,975.0,0.0,DF-218854,0.0
668.0,,2023-03-25,,Online Purchase,Mobile,192.168.32.131,Others,CN,1.0,2013.0,1.0,,1.0
669.0,2785.0,2023-07-01,119.42,POS Purchase,Desktop,192.168.219.153,Others,US,,1056.0,,DF-306996,0.0
670.0,3569.0,2023-03-20,,Online Purchase,Tablet,192.168.67.15,Travel,,1.0,1553.0,1.0,DF-689675,0.0
671.0,2781.0,2023-08-03,169.87,POS Purchase,Desktop,192.168.228.149,Electronics,IN,0.0,3138.0,1.0,DF-117844,0.0
672.0,4908.0,2023-01-14,1428.01,ATM Withdrawal,Mobile,192.168.35.101,Others,IN,0.0,3722.0,,DF-465829,0.0
673.0,4171.0,2023-08-03,67.61,Transfer,Desktop,192.168.185.182,Food,FR,0.0,3079.0,2.0,DF-589099,0.0
,,2023-05-08,65.83,POS Purchase,Tablet,192.168.162.24,Retail,UK,0.0,3351.0,1.0,DF-338948,0.0
675.0,4251.0,2023-11-06,34.81,POS Purchase,Mobile,192.168.71.80,,FR,0.0,2080.0,1.0,DF-635436,0.0
676.0,4294.0,2023-09-05,35.84,Online Purchase,Desktop,192.168.60.17,Electronics,IN,0.0,3336.0,4.0,DF-337086,0.0
677.0,4977.0,2023-01-29,67.15,ATM Withdrawal,Tablet,192.168.241.57,Retail,FR,0.0,,1.0,DF-557480,0.0
678.0,3809.0,2023-10-07,314.85,Transfer,Mobile,192.168.248.75,Travel,CN,0.0,3032.0,3.0,DF-220986,0.0
679.0,4730.0,2023-12-04,472.38,Online Purchase,Mobile,192.168.120.56,Travel,,1.0,3352.0,3.0,DF-598612,
680.0,3489.0,2023-11-15,738.47,,Tablet,192.168.96.214,Food,US,1.0,172.0,1.0,DF-375152,0.0
681.0,2631.0,2023-07-21,52.87,Transfer,Desktop,192.168.62.11,Electronics,IN,0.0,1813.0,1.0,DF-476434,0.0
682.0,3816.0,2023-12-27,426.23,ATM Withdrawal,Desktop,192.168.10.140,Electronics,US,0.0,1109.0,1.0,DF-742098,0.0
683.0,2015.0,2023-02-26,79.58,Transfer,Desktop,,Retail,US,0.0,90.0,1.0,DF-264935,0.0
684.0,2348.0,2023-08-06,23.95,Online Purchase,Mobile,192.168.216.103,Others,,0.0,2145.0,0.0,,0.0
685.0,1515.0,2023-03-03,,Online Purchase,Mobile,192.168.66.240,Others,CN,0.0,108.0,2.0,DF-699679,0.0
686.0,,2023-06-06,202.18,POS Purchase,Desktop,192.168.88.44,Others,US,0.0,3428.0,2.0,DF-618904,0.0
687.0,,2023-07-21,36.0,Transfer,Mobile,192.168.201.80,,IN,0.0,2444.0,0.0,,0.0
688.0,1335.0,2023-01-17,,Transfer,Mobile,192.168.254.66,Electronics,IN,0.0,3809.0,0.0,DF-111065,0.0
689.0,2782.0,2023-11-18,67.73,Transfer,Tablet,192.168.236.149,Retail,US,0.0,987.0,0.0,DF-571182,0.0
,3305.0,2023-01-06,,Online Purchase,Desktop,192.168.101.205,Food,IN,0.0,3808.0,0.0,,1.0
691.0,1496.0,2023-02-27,120.81,ATM Withdrawal,Desktop,192.168.90.41,Travel,,,3636.0,3.0,DF-760477,0.0
692.0,,2023-11-21,907.13,,Desktop,192.168.19.47,Travel,US,0.0,2603.0,0.0,DF-165007,
693.0,3207.0,2023-11-14,11.26,POS Purchase,Mobile,192.168.17.127,Travel,DE,0.0,419.0,3.0,DF-930983,1.0
694.0,4546.0,2023-06-18,87.71,,Mobile,192.168.76.233,Electronics,IN,0.0,3390.0,0.0,DF-289602,0.0
695.0,1851.0,2023-03-23,131.52,Online Purchase,Mobile,192.168.197.201,Travel,DE,0.0,550.0,3.0,DF-666846,0.0
696.0,2687.0,2023-08-07,139.89,Online Purchase,Desktop,192.168.228.220,Others,US,1.0,1705.0,1.0,DF-152510,
697.0,2931.0,2023-06-26,75.94,POS Purchase,Mobile,,Travel,DE,0.0,1807.0,0.0,DF-951177,0.0
698.0,3737.0,2023-07-23,261.3,Transfer,Desktop,192.168.10.111,Food,US,0.0,282.0,2.0,DF-574841,0.0
699.0,4746.0,2023-03-12,415.48,ATM Withdrawal,Mobile,192.168.152.107,Travel,IN,1.0,3840.0,1.0,DF-728649,0.0
700.0,3427.0,2023-09-23,558.46,ATM Withdrawal,Desktop,192.168.235.93,Others,US,0.0,3986.0,,DF-515063,0.0
701.0,2568.0,2023-04-08,327.05,POS Purchase,Tablet,192.168.54.83,Travel,DE,0.0,3196.0,0.0,DF-116242,0.0
702.0,1956.0,2023-12-11,380.2,Transfer,Mobile,192.168.57.36,Retail,CN,0.0,1744.0,3.0,DF-521116,0.0
703.0,3738.0,2023-10-18,159.94,Transfer,Desktop,192.168.15.222,Others,US,0.0,2080.0,0.0,,0.0
704.0,4498.0,2023-07-27,,POS Purchase,Tablet,192.168.220.69,Electronics,US,0.0,725.0,,DF-513480,0.0
705.0,2636.0,2023-01-02,72.34,Online Purchase,Tablet,192.168.92.223,Travel,US,,2123.0,0.0,DF-849824,0.0
706.0,2291.0,2023-05-04,101.66,Transfer,Mobile,192.168.200.164,Food,,1.0,1857.0,0.0,DF-545257,0.0
,4906.0,2023-10-07,76.23,ATM Withdrawal,Desktop,192.168.180.214,Travel,CN,0.0,682.0,0.0,DF-404633,0.0
708.0,4648.0,2023-03-15,125.99,POS Purchase,Mobile,192.168.143.17,,,1.0,2602.0,4.0,DF-484753,0.0
709.0,2440.0,,67.26,ATM Withdrawal,Tablet,192.168.146.171,Retail,FR,1.0,3799.0,0.0,DF-435318,0.0
710.0,2191.0,2023-01-22,652.0,Online Purchase,Mobile,192.168.129.185,Electronics,,1.0,1535.0,1.0,DF-238528,0.0
711.0,4913.0,2023-06-03,75.04,POS Purchase,Desktop,192.168.137.203,Others,CN,1.0,3698.0,,DF-440587,0.0
712.0,2066.0,2023-10-22,20.64,ATM Withdrawal,Tablet,192.168.45.209,Others,US,0.0,447.0,0.0,DF-573636,0.0
713.0,4627.0,2023-08-07,149.65,ATM Withdrawal,Mobile,192.168.18.37,Electronics,UK,0.0,1031.0,0.0,DF-554523,0.0
714.0,1284.0,2023-06-06,11.76,,Mobile,192.168.36.218,Retail,IN,0.0,3144.0,,DF-560600,0.0
715.0,3444.0,2023-08-18,23.43,POS Purchase,Mobile,192.168.254.111,Retail,IN,1.0,2973.0,1.0,DF-398488,0.0
716.0,,2023-01-20,49.54,,Mobile,192.168.205.44,Travel,CN,0.0,3769.0,0.0,DF-896170,0.0
717.0,2630.0,2023-02-10,124.85,Transfer,Mobile,192.168.116.161,Retail,FR,0.0,2773.0,0.0,DF-302477,0.0
718.0,,2023-05-28,113.57,ATM Withdrawal,,192.168.129.43,Travel,DE,1.0,588.0,1.0,DF-241870,0.0
719.0,4969.0,2023-04-18,321.58,Online Purchase,Tablet,192.168.96.82,,US,0.0,960.0,0.0,DF-165880,0.0
720.0,4324.0,2023-03-25,,ATM Withdrawal,Desktop,,Electronics,US,0.0,3307.0,1.0,DF-988963,0.0
,3546.0,2023-11-18,111.14,Online Purchase,Mobile,192.168.26.47,Food,DE,0.0,3823.0,4.0,DF-661868,0.0
722.0,1753.0,2023-11-05,81.2,Transfer,Desktop,192.168.93.6,Food,,0.0,1328.0,1.0,DF-994546,0.0
723.0,3082.0,2023-10-17,76.1,ATM Withdrawal,Tablet,192.168.154.84,Food,US,0.0,624.0,0.0,DF-530156,0.0
724.0,3774.0,2023-11-19,297.44,ATM Withdrawal,Mobile,192.168.198.111,Food,CN,0.0,,0.0,DF-437035,0.0
725.0,3896.0,2023-05-14,10.7,Online Purchase,Desktop,192.168.88.127,Others,CN,1.0,3280.0,1.0,DF-144159,0.0
726.0,1089.0,2023-07-26,,POS Purchase,Mobile,192.168.229.17,Retail,,0.0,2944.0,1.0,DF-252484,0.0
727.0,1775.0,2023-10-10,317.48,Online Purchase,Mobile,192.168.32.160,Electronics,US,0.0,3249.0,2.0,DF-305553,0.0
728.0,3652.0,2023-09-23,129.69,POS Purchase,Desktop,192.168.95.121,Electronics,DE,0.0,3898.0,0.0,DF-591158,0.0
729.0,4993.0,2023-03-14,28.06,Transfer,Tablet,192.168.24.141,Food,,0.0,2461.0,0.0,DF-491314,0.0
730.0,4017.0,2023-12-18,53.72,ATM Withdrawal,Desktop,,Electronics,US,0.0,,2.0,DF-243426,0.0
731.0,2625.0,2023-02-17,539.14,ATM Withdrawal,Desktop,,Travel,CN,0.0,2294.0,1.0,DF-284791,0.0
732.0,4069.0,2023-11-22,,Online Purchase,Desktop,192.168.189.81,Electronics,CN,0.0,3822.0,0.0,DF-308899,0.0
733.0,1417.0,2023-08-21,247.43,Online Purchase,Mobile,192.168.9.34,Food,DE,0.0,2910.0,1.0,DF-692913,0.0
734.0,1114.0,2023-04-10,131.64,Transfer,Tablet,192.168.98.103,Electronics,US,0.0,2883.0,2.0,DF-513951,
735.0,1616.0,2023-02-28,146.93,Transfer,Tablet,192.168.245.22,Retail,,0.0,3534.0,0.0,DF-537282,0.0
736.0,4974.0,,739.74,,Mobile,192.168.216.64,Food,US,0.0,3737.0,,DF-754234,0.0
737.0,4267.0,2023-03-06,674.93,Transfer,Tablet,192.168.81.206,Others,CN,0.0,3602.0,1.0,,
,1825.0,2023-03-24,,Transfer,Desktop,192.168.152.223,Retail,CN,0.0,3963.0,2.0,DF-899309,0.0
739.0,4572.0,2023-06-03,,Transfer,Tablet,192.168.180.211,Electronics,IN,1.0,3769.0,1.0,DF-623770,0.0
740.0,2649.0,2023-09-23,43.94,Transfer,Mobile,192.168.16.184,Others,IN,0.0,3134.0,0.0,DF-617982,0.0
741.0,2516.0,2023-11-05,,POS Purchase,Tablet,192.168.202.204,Retail,DE,0.0,2858.0,,DF-161762,0.0
742.0,4146.0,2023-03-20,225.46,Transfer,Mobile,192.168.216.147,Travel,CN,1.0,245.0,0.0,DF-555108,0.0
743.0,,2023-11-11,103.84,POS Purchase,Desktop,192.168.127.152,Retail,IN,0.0,1993.0,1.0,,
744.0,4447.0,2023-05-30,536.31,Online Purchase,Mobile,192.168.169.172,Others,US,1.0,2178.0,1.0,DF-537084,0.0
745.0,,2023-02-17,18.64,ATM Withdrawal,Tablet,192.168.240.30,Travel,,0.0,499.0,0.0,DF-220883,0.0
746.0,1728.0,2023-09-05,143.29,Online Purchase,Desktop,192.168.244.64,Electronics,US,1.0,209.0,3.0,DF-147632,0.0
747.0,4348.0,2023-10-05,501.48,Transfer,Tablet,192.168.179.79,Food,FR,0.0,2716.0,0.0,,0.0
748.0,4068.0,2023-12-22,468.92,ATM Withdrawal,Mobile,192.168.239.91,Electronics,DE,0.0,3434.0,4.0,DF-564610,0.0
749.0,3808.0,2023-04-08,34.05,Transfer,Desktop,192.168.148.29,Food,FR,1.0,3589.0,3.0,DF-857792,0.0
750.0,1675.0,2023-01-25,91.34,Transfer,Mobile,192.168.122.130,Food,US,1.0,1513.0,1.0,DF-388071,0.0
751.0,,2023-10-11,,Online Purchase,Tablet,192.168.225.69,Others,CN,0.0,406.0,2.0,DF-346195,0.0
752.0,,2023-10-28,34.73,Transfer,Mobile,192.168.170.28,Travel,,1.0,2758.0,1.0,DF-942724,0.0
753.0,3504.0,2023-03-09,688.54,Online Purchase,Tablet,192.168.2.185,Travel,DE,0.0,2894.0,0.0,,0.0
754.0,3967.0,2023-01-07,492.43,Transfer,Tablet,192.168.160.74,Retail,UK,0.0,3979.0,1.0,DF-521779,0.0
755.0,,2023-11-01,36.53,POS Purchase,Desktop,192.168.44.68,Electronics,US,0.0,3236.0,0.0,,0.0
756.0,3786.0,2023-05-17,25.83,ATM Withdrawal,Desktop,192.168.241.159,Others,IN,0.0,1857.0,2.0,DF-545228,0.0
757.0,4760.0,2023-06-13,17.86,Online Purchase,Mobile,192.168.110.209,Electronics,US,0.0,3706.0,,DF-893155,0.0
758.0,2122.0,2023-03-24,480.36,Online Purchase,Tablet,192.168.238.83,Retail,CN,0.0,1786.0,1.0,DF-690897,1.0
759.0,2571.0,2023-05-18,43.04,ATM Withdrawal,Tablet,192.168.51.191,Retail,CN,0.0,3511.0,1.0,DF-829757,0.0
760.0,1977.0,2023-03-14,107.67,,,192.168.115.102,Others,CN,0.0,3256.0,0.0,DF-220005,0.0
761.0,2008.0,2023-08-25,119.15,ATM Withdrawal,,192.168.240.252,Retail,FR,0.0,2357.0,0.0,DF-785825,0.0
762.0,3143.0,2023-02-15,182.76,POS Purchase,Desktop,192.168.167.219,,,0.0,1532.0,1.0,DF-632942,0.0
,2687.0,2023-04-16,14.89,Transfer,Desktop,192.168.140.217,Retail,IN,0.0,1252.0,1.0,DF-526360,0.0
764.0,3710.0,2023-10-15,51.43,POS Purchase,Mobile,192.168.79.216,Travel,DE,1.0,878.0,0.0,DF-594113,0.0
765.0,4261.0,2023-09-19,536.16,Transfer,Mobile,192.168.201.28,Others,IN,0.0,782.0,0.0,DF-313427,0.0
766.0,4807.0,2023-06-25,478.09,ATM Withdrawal,Mobile,192.168.237.190,Travel,US,0.0,3518.0,0.0,DF-518812,0.0
767.0,1036.0,2023-06-15,304.0,POS Purchase,Mobile,192.168.229.211,Travel,DE,0.0,3199.0,2.0,DF-846195,0.0
,4851.0,2023-05-25,,Transfer,Desktop,192.168.245.153,Others,US,0.0,,2.0,DF-678831,0.0
769.0,4440.0,2023-11-26,79.2,ATM Withdrawal,Mobile,,Electronics,US,0.0,2991.0,0.0,DF-201243,0.0
770.0,4766.0,2023-10-10,197.75,Transfer,Mobile,192.168.101.58,Food,US,0.0,3206.0,1.0,DF-328266,0.0
771.0,2548.0,2023-02-23,64.37,Online Purchase,Mobile,192.168.176.180,Retail,US,0.0,2850.0,2.0,DF-402655,0.0
772.0,3326.0,2023-06-27,480.67,Online Purchase,Desktop,192.168.215.158,Retail,US,,670.0,1.0,DF-198288,0.0
773.0,3264.0,2023-09-01,200.96,ATM Withdrawal,Tablet,192.168.231.11,Electronics,US,0.0,2404.0,0.0,DF-755324,0.0
774.0,3914.0,2023-12-07,14.92,Transfer,Desktop,192.168.185.248,Food,IN,1.0,919.0,1.0,DF-864058,0.0
,1872.0,2023-05-07,,Online Purchase,Tablet,192.168.163.9,Electronics,US,0.0,1535.0,0.0,DF-173718,0.0
776.0,2821.0,2023-09-28,632.91,POS Purchase,Tablet,192.168.133.134,Food,US,0.0,800.0,2.0,DF-179168,0.0
777.0,2296.0,2023-05-12,16.18,Transfer,Mobile,192.168.244.30,Others,CN,0.0,1857.0,3.0,DF-194476,0.0
778.0,4952.0,2023-04-03,152.01,Transfer,Mobile,192.168.90.199,Others,US,0.0,2000.0,3.0,DF-349383,0.0
