transaction_id,customer_id,transaction_amount,transaction_type,transaction_time,device_type,location,merchant_category,account_age_days,num_prev_transactions,avg_transaction_amount,is_international,is_high_risk_country,failed_login_attempts,card_present,fraud
1102,3145,1199.75,ATM Withdrawal,2023-02-15 21:00:00,Desktop,Urban,Clothing,1647.0,248,107.95,0,0,3.0,0,0
1103,4921,6.6,Online Purchase,2023-02-15 22:00:00,Tablet,Urban,Travel,1097.0,393,93.39,0,0,0.0,0,0
1104,3845,53.73,Online Purchase,2023-02-15 23:00:00,,Urban,Entertainment,1215.0,439,194.42,0,0,,0,0
1105,2358,74.3,Transfer,2023-02-16 00:00:00,Mobile,Urban,Food,1786.0,213,247.7,1,0,1.0,0,0
1106,3906,101.87,Online Purchase,2023-02-16 01:00:00,Desktop,Rural,Electronics,1714.0,297,37.75,1,0,0.0,0,0
1107,3482,55.48,ATM Withdrawal,2023-02-16 02:00:00,Mobile,Urban,Clothing,,157,50.79,0,0,3.0,0,0
1108,1446,,Online Purchase,2023-02-16 03:00:00,Desktop,Urban,Electronics,539.0,93,123.25,0,0,4.0,0,0
1109,3017,618.25,POS Purchase,2023-02-16 04:00:00,Mobile,Urban,Food,1566.0,277,143.62,0,0,4.0,1,0
1110,2331,501.48,Online Purchase,2023-02-16 05:00:00,Mobile,Urban,Clothing,724.0,485,130.66,0,1,0.0,1,0
1111,1248,9.63,Online Purchase,2023-02-16 06:00:00,Mobile,Suburban,Entertainment,1261.0,485,198.82,0,0,1.0,0,0
1112,1165,82.74,POS Purchase,2023-02-16 07:00:00,Mobile,Rural,Food,1998.0,438,44.42,0,0,4.0,0,0
1113,4552,103.89,Online Purchase,2023-02-16 08:00:00,Mobile,Urban,Travel,1150.0,165,158.52,0,0,4.0,0,0
1114,4031,54.63,POS Purchase,2023-02-16 09:00:00,Mobile,Urban,Travel,,55,247.29,0,0,,0,0
1115,2358,198.24,Online Purchase,2023-02-16 10:00:00,Mobile,Urban,Electronics,1408.0,454,279.97,0,0,3.0,0,0
1116,2019,204.54,POS Purchase,2023-02-16 11:00:00,Desktop,Urban,Travel,1558.0,369,176.91,0,0,,1,0
1117,1541,380.1,Transfer,2023-02-16 12:00:00,Desktop,Urban,Clothing,1976.0,377,58.76,0,0,0.0,0,0
1118,1758,270.08,Online Purchase,2023-02-16 13:00:00,Mobile,Urban,Travel,1457.0,419,223.69,0,0,0.0,0,0
1119,4177,156.43,Online Purchase,2023-02-16 14:00:00,Desktop,Suburban,Entertainment,1276.0,333,242.97,0,0,2.0,0,0
1120,4634,,ATM Withdrawal,2023-02-16 15:00:00,Mobile,Urban,Clothing,429.0,394,74.96,0,0,0.0,0,0
1121,3128,64.04,POS Purchase,2023-02-16 16:00:00,Mobile,Urban,Electronics,1515.0,390,209.7,1,0,1.0,0,0
1122,3180,179.82,Online Purchase,2023-02-16 17:00:00,Tablet,Urban,Electronics,589.0,351,280.54,0,0,0.0,0,0
1123,1796,134.37,POS Purchase,2023-02-16 18:00:00,Mobile,Suburban,Travel,1085.0,81,221.28,0,0,3.0,0,0
1124,3947,28.62,Online Purchase,2023-02-16 19:00:00,Mobile,Urban,Travel,518.0,499,136.36,0,0,2.0,0,0
1125,1137,55.56,Online Purchase,2023-02-16 20:00:00,Mobile,Urban,Electronics,317.0,33,143.97,0,0,1.0,0,0
1126,3231,,Transfer,2023-02-16 21:00:00,Tablet,Urban,,1490.0,62,42.28,0,0,1.0,0,0
1127,4472,516.22,ATM Withdrawal,2023-02-16 22:00:00,Mobile,Urban,Food,1433.0,1,167.31,0,0,3.0,0,0
1128,2353,,POS Purchase,2023-02-16 23:00:00,Desktop,Urban,Electronics,466.0,189,244.75,0,0,0.0,0,0
1129,3832,68.29,Online Purchase,2023-02-17 00:00:00,Mobile,Rural,Entertainment,159.0,390,293.98,1,0,2.0,0,0
1130,4579,92.2,Online Purchase,2023-02-17 01:00:00,Mobile,Suburban,Clothing,470.0,42,131.81,0,0,2.0,1,0
1131,2875,217.98,ATM Withdrawal,2023-02-17 02:00:00,Desktop,Suburban,Food,1546.0,94,141.9,0,0,2.0,0,0
1132,4031,,Online Purchase,2023-02-17 03:00:00,Mobile,Suburban,Food,819.0,273,35.33,0,0,1.0,0,0
1133,1068,,Online Purchase,2023-02-17 04:00:00,Desktop,Suburban,Clothing,,147,237.03,1,0,3.0,0,0
1134,3593,401.34,Online Purchase,2023-02-17 05:00:00,Desktop,Suburban,Electronics,,6,220.66,1,0,1.0,0,0
1135,4845,172.18,POS Purchase,2023-02-17 06:00:00,Mobile,Urban,Food,1105.0,213,132.82,0,0,,1,0
1136,3100,224.19,Online Purchase,2023-02-17 07:00:00,Mobile,Urban,Entertainment,750.0,307,218.6,0,0,4.0,0,0
1137,2473,3.36,Online Purchase,2023-02-17 08:00:00,Desktop,Urban,Clothing,893.0,292,194.45,0,0,2.0,0,0
1138,1204,82.78,ATM Withdrawal,2023-02-17 09:00:00,Mobile,Urban,Travel,259.0,97,235.32,0,0,2.0,1,0
1139,3173,317.59,POS Purchase,2023-02-17 10:00:00,Mobile,Urban,Electronics,494.0,301,107.96,0,0,2.0,0,0
1140,4818,16.13,Online Purchase,2023-02-17 11:00:00,Mobile,Suburban,Clothing,,358,202.23,0,0,1.0,0,0
1141,1042,66.34,ATM Withdrawal,2023-02-17 12:00:00,Desktop,Urban,Entertainment,191.0,41,195.17,0,0,2.0,0,0
1142,4823,176.04,Online Purchase,2023-02-17 13:00:00,Desktop,Suburban,Food,1252.0,315,45.34,0,0,2.0,1,0
1143,2906,59.25,POS Purchase,2023-02-17 14:00:00,Desktop,Suburban,Electronics,430.0,241,98.67,0,0,4.0,0,0
1144,3158,543.55,POS Purchase,2023-02-17 15:00:00,Mobile,Urban,Electronics,1525.0,383,260.86,0,0,3.0,0,0
1145,1760,28.1,Online Purchase,2023-02-17 16:00:00,Desktop,Urban,Clothing,1509.0,103,63.72,0,0,0.0,1,0
1146,4734,319.3,Online Purchase,2023-02-17 17:00:00,Mobile,Urban,Clothing,820.0,246,126.28,0,0,1.0,1,0
1147,4254,141.83,ATM Withdrawal,2023-02-17 18:00:00,Mobile,Urban,Entertainment,,335,83.07,0,0,0.0,1,0
1148,3895,277.52,Transfer,2023-02-17 19:00:00,Desktop,Urban,Travel,574.0,77,59.25,0,0,3.0,0,0
1149,3142,,POS Purchase,2023-02-17 20:00:00,Desktop,Suburban,Clothing,442.0,123,58.2,0,0,0.0,0,0
1150,2994,144.51,Online Purchase,2023-02-17 21:00:00,Desktop,Urban,Clothing,560.0,488,117.43,0,0,1.0,1,0
1151,4445,388.75,Online Purchase,2023-02-17 22:00:00,Mobile,Suburban,Clothing,1174.0,31,244.97,0,0,4.0,1,0
1152,2935,125.8,Online Purchase,2023-02-17 23:00:00,Desktop,Suburban,Entertainment,98.0,421,290.57,0,0,0.0,0,0
1153,4591,89.17,Online Purchase,2023-02-18 00:00:00,Tablet,Urban,,322.0,166,180.11,0,0,3.0,1,0
1154,1899,153.64,POS Purchase,2023-02-18 01:00:00,Mobile,Suburban,Travel,1780.0,281,197.86,0,0,,0,0
1155,1359,252.72,POS Purchase,2023-02-18 02:00:00,Mobile,Urban,Entertainment,664.0,29,238.05,0,0,3.0,0,0
1156,3947,117.24,Online Purchase,2023-02-18 03:00:00,Mobile,Suburban,Clothing,1463.0,253,205.3,0,0,0.0,0,0
1157,2719,558.97,Online Purchase,2023-02-18 04:00:00,Mobile,Urban,Food,1333.0,168,257.53,0,0,1.0,1,0
1158,1280,69.9,POS Purchase,2023-02-18 05:00:00,Desktop,Suburban,Clothing,595.0,358,267.53,0,0,0.0,1,0
1159,4266,129.05,Online Purchase,2023-02-18 06:00:00,Mobile,Urban,Entertainment,562.0,392,195.76,0,0,2.0,0,0
1160,2887,282.88,Transfer,2023-02-18 07:00:00,Desktop,Rural,Electronics,1662.0,31,169.26,0,0,1.0,1,0
1161,4266,233.67,POS Purchase,2023-02-18 08:00:00,Desktop,Urban,Clothing,1911.0,183,129.49,0,0,0.0,0,0
1162,1666,398.49,ATM Withdrawal,2023-02-18 09:00:00,Desktop,Urban,Food,679.0,52,149.24,0,0,1.0,1,0
1163,1092,1149.5,ATM Withdrawal,2023-02-18 10:00:00,Mobile,Urban,Travel,583.0,390,116.73,1,0,4.0,1,0
1164,1671,111.32,ATM Withdrawal,2023-02-18 11:00:00,Tablet,Suburban,Electronics,1978.0,459,139.55,0,0,2.0,1,0
1165,2969,23.57,Online Purchase,2023-02-18 12:00:00,Mobile,Suburban,Clothing,982.0,406,271.92,0,0,3.0,0,0
1166,1060,,Transfer,2023-02-18 13:00:00,Desktop,Rural,Clothing,787.0,336,292.26,1,0,0.0,0,0
1167,3681,259.57,Online Purchase,2023-02-18 14:00:00,Desktop,Suburban,Food,1472.0,435,121.23,0,0,3.0,0,0
1168,4122,414.32,Online Purchase,2023-02-18 15:00:00,Mobile,Urban,Electronics,57.0,148,81.77,0,0,0.0,0,0
1169,4474,49.88,POS Purchase,2023-02-18 16:00:00,Tablet,Urban,Electronics,1449.0,75,41.89,0,0,1.0,0,0
1170,4860,34.5,Online Purchase,2023-02-18 17:00:00,Mobile,Urban,Electronics,599.0,469,254.34,1,1,3.0,1,0
1171,2028,12.84,Online Purchase,2023-02-18 18:00:00,Desktop,Rural,Clothing,668.0,406,263.79,0,0,2.0,0,0
1172,2489,345.99,Online Purchase,2023-02-18 19:00:00,Desktop,Rural,Electronics,457.0,68,146.13,0,0,0.0,1,0
1173,1603,74.61,Online Purchase,2023-02-18 20:00:00,Desktop,Urban,Clothing,804.0,273,171.88,0,0,3.0,0,0
1174,1681,102.73,POS Purchase,2023-02-18 21:00:00,Mobile,Suburban,Clothing,1197.0,228,227.15,0,0,0.0,0,0
1175,4900,,Online Purchase,2023-02-18 22:00:00,Desktop,Suburban,Electronics,1009.0,36,125.24,0,0,4.0,1,0
1176,3581,365.83,POS Purchase,2023-02-18 23:00:00,Desktop,Urban,Entertainment,,134,76.42,0,0,4.0,0,1
1177,2428,,Transfer,2023-02-19 00:00:00,Mobile,Suburban,Travel,64.0,60,52.11,0,0,3.0,0,0
1178,3885,190.94,POS Purchase,2023-02-19 01:00:00,Desktop,Urban,Travel,1657.0,130,85.87,1,0,4.0,0,1
1179,4584,,POS Purchase,2023-02-19 02:00:00,Desktop,Suburban,,1828.0,0,200.69,0,1,2.0,0,0
1180,3692,143.98,Transfer,2023-02-19 03:00:00,Desktop,Urban,Electronics,1523.0,59,117.35,1,0,3.0,1,0
1181,3280,251.32,Online Purchase,2023-02-19 04:00:00,Mobile,Urban,Clothing,555.0,389,262.96,0,0,1.0,0,0
1182,1523,724.33,POS Purchase,2023-02-19 05:00:00,Mobile,Urban,Food,1368.0,379,44.51,0,0,3.0,1,0
1183,3393,44.98,ATM Withdrawal,2023-02-19 06:00:00,Mobile,Urban,Entertainment,1537.0,326,136.58,0,0,1.0,0,0
1184,4117,1.92,Transfer,2023-02-19 07:00:00,Mobile,Urban,Travel,859.0,346,91.95,0,0,4.0,0,0
1185,3593,15.66,POS Purchase,2023-02-19 08:00:00,Tablet,Suburban,Travel,1767.0,441,268.56,0,0,,0,0
1186,2968,94.27,Online Purchase,2023-02-19 09:00:00,,Urban,Clothing,405.0,30,245.74,0,0,,0,0
1187,2101,343.57,Transfer,2023-02-19 10:00:00,Mobile,Suburban,Travel,863.0,263,295.61,0,0,4.0,0,0
1188,2753,1.43,Online Purchase,2023-02-19 11:00:00,Desktop,Urban,Travel,1843.0,461,53.4,0,0,4.0,0,0
1189,2836,122.03,Online Purchase,2023-02-19 12:00:00,Mobile,Rural,Clothing,685.0,374,239.03,1,0,4.0,1,0
1190,4994,79.87,Online Purchase,2023-02-19 13:00:00,Mobile,Urban,Electronics,896.0,398,55.24,0,0,,0,1
1191,4144,10.78,POS Purchase,2023-02-19 14:00:00,Desktop,Urban,Travel,1036.0,6,63.41,0,0,1.0,0,0
1192,3841,119.65,ATM Withdrawal,2023-02-19 15:00:00,Desktop,Urban,Electronics,517.0,390,30.97,0,0,2.0,0,0
1193,3296,58.81,ATM Withdrawal,2023-02-19 16:00:00,Desktop,Urban,Food,,416,150.12,0,0,1.0,0,0
1194,3094,86.74,ATM Withdrawal,2023-02-19 17:00:00,Desktop,Urban,Electronics,1429.0,424,55.25,1,0,0.0,0,0
1195,2144,244.57,Online Purchase,2023-02-19 18:00:00,Mobile,Rural,Clothing,1544.0,440,117.54,0,1,0.0,0,0
1196,3261,147.44,POS Purchase,2023-02-19 19:00:00,Desktop,Urban,Clothing,1352.0,134,97.34,0,0,3.0,1,0
1197,3286,26.63,ATM Withdrawal,2023-02-19 20:00:00,Mobile,Urban,Clothing,382.0,442,293.38,1,1,4.0,0,0
1198,2079,650.98,POS Purchase,2023-02-19 21:00:00,Mobile,Suburban,Travel,383.0,19,204.31,1,0,0.0,0,0
1199,3397,202.07,Transfer,2023-02-19 22:00:00,Mobile,Urban,Entertainment,1937.0,326,134.93,0,0,1.0,0,0
1200,1106,290.37,ATM Withdrawal,2023-02-19 23:00:00,Mobile,Suburban,,1534.0,433,265.97,0,0,2.0,0,0
1201,3878,16.51,POS Purchase,2023-02-20 00:00:00,Mobile,Suburban,Electronics,1008.0,141,37.88,0,0,1.0,0,0
1202,1047,9.64,Online Purchase,2023-02-20 01:00:00,Desktop,Suburban,Food,433.0,373,113.59,0,1,4.0,1,0
1203,4644,3.93,POS Purchase,2023-02-20 02:00:00,Desktop,Urban,Food,1447.0,142,164.09,0,0,4.0,1,0
1204,1336,41.85,Transfer,2023-02-20 03:00:00,Mobile,Urban,Food,432.0,209,35.09,0,0,0.0,0,0
1205,2049,107.03,Online Purchase,2023-02-20 04:00:00,Desktop,Urban,,786.0,393,60.84,0,1,0.0,0,0
1206,3851,549.23,ATM Withdrawal,2023-02-20 05:00:00,Desktop,Urban,,1544.0,482,270.61,0,1,1.0,0,0
1207,2280,122.15,Online Purchase,2023-02-20 06:00:00,Mobile,Urban,Food,1577.0,474,70.3,0,0,3.0,0,0
1208,3055,68.57,POS Purchase,2023-02-20 07:00:00,Mobile,Suburban,Travel,423.0,124,278.06,0,0,,1,0
1209,1624,165.08,POS Purchase,2023-02-20 08:00:00,Mobile,Urban,Food,612.0,490,46.9,0,0,0.0,0,0
1210,2890,23.74,POS Purchase,2023-02-20 09:00:00,Mobile,Urban,Clothing,1749.0,320,268.7,0,0,3.0,1,0
1211,2276,188.07,ATM Withdrawal,2023-02-20 10:00:00,Desktop,Urban,Electronics,,438,147.04,0,0,3.0,0,0
1212,2715,168.07,Online Purchase,2023-02-20 11:00:00,Mobile,Urban,Travel,40.0,411,180.51,0,0,0.0,1,0
1213,3766,314.04,Online Purchase,2023-02-20 12:00:00,Mobile,Urban,Entertainment,1039.0,353,98.85,0,0,1.0,0,0
1214,1302,863.81,ATM Withdrawal,2023-02-20 13:00:00,Mobile,Suburban,,1773.0,431,96.54,1,0,2.0,0,0
1215,1638,57.77,Online Purchase,2023-02-20 14:00:00,Desktop,Urban,Clothing,1278.0,2,157.8,0,0,0.0,0,0
1216,1055,142.53,POS Purchase,2023-02-20 15:00:00,Mobile,Suburban,Food,1370.0,443,119.63,0,0,1.0,1,0
1217,1725,479.08,Online Purchase,2023-02-20 16:00:00,Desktop,Suburban,Food,,496,41.75,0,0,2.0,0,0
1218,1525,307.6,Online Purchase,2023-02-20 17:00:00,Mobile,Rural,Entertainment,451.0,130,119.03,0,0,4.0,0,0
1219,1473,,POS Purchase,2023-02-20 18:00:00,Desktop,Urban,Electronics,302.0,74,91.32,0,0,4.0,0,0
1220,1027,581.44,ATM Withdrawal,2023-02-20 19:00:00,Tablet,Urban,Food,83.0,323,257.9,0,0,4.0,0,0
1221,3125,11.79,Online Purchase,2023-02-20 20:00:00,Mobile,Urban,Entertainment,,477,254.79,0,0,,0,0
1222,4287,534.73,Online Purchase,2023-02-20 21:00:00,Desktop,Rural,Food,276.0,422,59.61,0,0,,1,0
1223,4457,10.37,Online Purchase,2023-02-20 22:00:00,Desktop,Suburban,Travel,694.0,437,224.42,0,0,4.0,1,0
1224,1364,158.51,POS Purchase,2023-02-20 23:00:00,Desktop,Suburban,Entertainment,647.0,159,146.23,0,0,4.0,0,0
1225,3713,442.26,Online Purchase,2023-02-21 00:00:00,Desktop,Urban,Entertainment,1212.0,271,263.18,0,0,3.0,0,0
1226,1525,60.96,POS Purchase,2023-02-21 01:00:00,Mobile,Urban,Entertainment,1159.0,16,96.72,1,0,2.0,0,1
1227,3746,127.83,ATM Withdrawal,2023-02-21 02:00:00,Mobile,Urban,Food,1758.0,394,44.67,0,0,2.0,0,0
1228,2335,78.41,POS Purchase,2023-02-21 03:00:00,Tablet,Urban,Entertainment,324.0,355,244.14,0,0,3.0,0,0
1229,1882,607.91,Online Purchase,2023-02-21 04:00:00,Mobile,Urban,Travel,305.0,31,263.14,0,0,0.0,0,0
1230,2030,347.05,POS Purchase,2023-02-21 05:00:00,Tablet,Urban,Electronics,614.0,376,255.34,0,0,3.0,1,0
1231,2026,246.89,Transfer,2023-02-21 06:00:00,Desktop,Suburban,Electronics,1096.0,482,112.2,0,0,1.0,0,0
1232,2646,177.17,Online Purchase,2023-02-21 07:00:00,Mobile,Rural,Clothing,1937.0,373,28.64,0,0,1.0,0,0
1233,1918,343.62,Online Purchase,2023-02-21 08:00:00,Desktop,Suburban,Travel,223.0,154,59.09,0,0,0.0,0,0
1234,3797,99.6,POS Purchase,2023-02-21 09:00:00,Desktop,Suburban,Travel,1694.0,111,277.42,0,0,0.0,0,0
1235,3410,,Online Purchase,2023-02-21 10:00:00,Mobile,Rural,Entertainment,340.0,97,121.94,1,0,1.0,0,0
1236,2774,261.87,POS Purchase,2023-02-21 11:00:00,Mobile,Urban,Clothing,649.0,260,266.46,0,1,3.0,0,0
1237,2531,88.56,ATM Withdrawal,2023-02-21 12:00:00,Desktop,Urban,Travel,1156.0,344,294.63,0,0,2.0,0,0
1238,4345,13.21,POS Purchase,2023-02-21 13:00:00,Tablet,Suburban,,674.0,91,130.8,1,0,1.0,0,0
1239,4577,15.45,POS Purchase,2023-02-21 14:00:00,Desktop,Urban,Travel,279.0,145,237.4,0,0,3.0,0,0
1240,3853,24.52,POS Purchase,2023-02-21 15:00:00,Mobile,Urban,Food,1449.0,2,67.35,0,0,1.0,0,0
1241,3786,407.55,Online Purchase,2023-02-21 16:00:00,Mobile,Urban,Travel,811.0,283,127.45,0,0,,0,0
1242,2906,127.82,Online Purchase,2023-02-21 17:00:00,Tablet,Urban,Food,985.0,449,217.45,0,0,1.0,0,0
1243,4086,249.57,ATM Withdrawal,2023-02-21 18:00:00,Mobile,Urban,Travel,1668.0,289,77.99,0,0,1.0,0,0
1244,2215,99.82,Transfer,2023-02-21 19:00:00,Desktop,Urban,Electronics,325.0,341,109.54,0,0,2.0,1,0
1245,2654,59.87,ATM Withdrawal,2023-02-21 20:00:00,Mobile,Urban,Food,267.0,405,177.87,0,0,4.0,1,0
1246,1484,85.29,Transfer,2023-02-21 21:00:00,Mobile,Urban,Food,1673.0,372,213.54,0,0,1.0,1,0
1247,3075,316.15,Online Purchase,2023-02-21 22:00:00,Mobile,Rural,Entertainment,1702.0,285,119.93,0,0,1.0,1,0
1248,1713,196.28,Online Purchase,2023-02-21 23:00:00,Mobile,Rural,Travel,1991.0,481,125.51,0,0,1.0,0,0
1249,2062,554.97,Online Purchase,2023-02-22 00:00:00,Desktop,Suburban,Clothing,839.0,47,50.76,0,1,0.0,1,0
1250,2976,227.7,Online Purchase,2023-02-22 01:00:00,Mobile,Rural,Clothing,318.0,64,295.54,0,0,0.0,0,0
1251,2296,168.88,ATM Withdrawal,2023-02-22 02:00:00,Mobile,Urban,Clothing,566.0,220,191.43,0,0,2.0,0,0
1252,2254,188.42,Transfer,2023-02-22 03:00:00,Mobile,Suburban,Clothing,1683.0,444,168.49,0,0,,1,0
1253,3133,570.75,ATM Withdrawal,2023-02-22 04:00:00,Tablet,Urban,Electronics,1795.0,146,79.18,0,0,0.0,1,0
1254,4545,310.42,POS Purchase,2023-02-22 05:00:00,Desktop,Suburban,Clothing,1899.0,466,156.65,0,0,2.0,0,0
1255,1125,4.87,Online Purchase,2023-02-22 06:00:00,Mobile,Urban,Entertainment,285.0,488,145.25,0,0,0.0,0,0
1256,3859,152.77,Online Purchase,2023-02-22 07:00:00,Mobile,Suburban,Clothing,550.0,179,92.4,0,0,3.0,0,0
1257,1536,233.17,Online Purchase,2023-02-22 08:00:00,Desktop,Urban,Entertainment,1172.0,296,144.96,1,0,0.0,0,0
1258,3192,276.22,POS Purchase,2023-02-22 09:00:00,Desktop,Urban,Food,148.0,348,76.99,0,0,4.0,0,0
1259,4596,47.94,POS Purchase,2023-02-22 10:00:00,Mobile,Suburban,Travel,1144.0,490,218.86,0,0,3.0,1,1
1260,4283,403.75,Transfer,2023-02-22 11:00:00,Mobile,Suburban,Clothing,201.0,352,274.46,0,0,3.0,1,0
1261,3072,624.0,ATM Withdrawal,2023-02-22 12:00:00,Desktop,Urban,,752.0,498,20.72,0,0,0.0,0,0
1262,2603,54.02,Online Purchase,2023-02-22 13:00:00,Desktop,Suburban,,,80,175.75,0,0,0.0,0,0
1263,4465,428.46,Online Purchase,2023-02-22 14:00:00,Desktop,Urban,Travel,1974.0,357,225.05,0,0,1.0,1,0
1264,1066,20.4,POS Purchase,2023-02-22 15:00:00,Mobile,Suburban,Food,1169.0,192,274.01,0,0,1.0,1,0
1265,1232,11.46,Online Purchase,2023-02-22 16:00:00,Mobile,Urban,Clothing,1853.0,433,120.36,0,0,,0,0
1266,3156,27.67,ATM Withdrawal,2023-02-22 17:00:00,Mobile,Suburban,Entertainment,1587.0,296,274.0,0,0,1.0,0,0
1267,2169,11.9,POS Purchase,2023-02-22 18:00:00,Mobile,Urban,Clothing,378.0,122,251.15,0,0,,1,0
1268,3158,372.88,Online Purchase,2023-02-22 19:00:00,Tablet,Rural,Electronics,596.0,288,167.06,0,0,1.0,1,0
1269,3275,12.17,POS Purchase,2023-02-22 20:00:00,Mobile,Urban,Entertainment,505.0,227,91.94,0,0,,0,0
1270,1110,63.4,POS Purchase,2023-02-22 21:00:00,Desktop,Urban,Food,1498.0,469,202.79,0,0,1.0,1,0
1271,2493,21.91,ATM Withdrawal,2023-02-22 22:00:00,Desktop,Urban,Travel,137.0,81,92.96,0,0,1.0,1,0
1272,3081,70.03,Online Purchase,2023-02-22 23:00:00,Mobile,Urban,Entertainment,618.0,400,117.68,0,0,4.0,0,0
1273,1622,18.99,ATM Withdrawal,2023-02-23 00:00:00,Desktop,Urban,Electronics,1626.0,479,150.76,0,0,,1,0
1274,4847,220.53,POS Purchase,2023-02-23 01:00:00,Desktop,Suburban,Travel,1175.0,83,159.43,0,0,3.0,0,0
1275,4440,28.62,ATM Withdrawal,2023-02-23 02:00:00,Tablet,Urban,Food,1657.0,242,72.96,0,0,2.0,1,0
1276,3795,381.9,Online Purchase,2023-02-23 03:00:00,Mobile,Urban,Clothing,1888.0,438,214.26,0,0,,1,0
1277,3642,339.86,POS Purchase,2023-02-23 04:00:00,Mobile,Urban,Clothing,1275.0,214,297.74,0,1,4.0,0,1
1278,4625,2.75,POS Purchase,2023-02-23 05:00:00,Mobile,Urban,Entertainment,1512.0,475,88.28,0,0,4.0,0,0
1279,3472,452.15,POS Purchase,2023-02-23 06:00:00,Mobile,Urban,,1695.0,173,175.27,0,0,3.0,0,0
1280,3660,5.87,ATM Withdrawal,2023-02-23 07:00:00,Mobile,Suburban,Electronics,1551.0,345,147.32,1,0,1.0,0,0
1281,2541,54.79,POS Purchase,2023-02-23 08:00:00,Desktop,Urban,Electronics,399.0,442,106.18,0,0,2.0,1,0
1282,3739,,ATM Withdrawal,2023-02-23 09:00:00,Mobile,Urban,Food,789.0,326,137.54,0,0,2.0,1,0
1283,2305,81.85,Online Purchase,2023-02-23 10:00:00,Tablet,Urban,Travel,1174.0,104,225.16,0,0,2.0,1,0
1284,4391,144.25,ATM Withdrawal,2023-02-23 11:00:00,Mobile,Suburban,Travel,1254.0,56,136.13,0,0,0.0,1,0
1285,2761,,Online Purchase,2023-02-23 12:00:00,,Suburban,Clothing,1214.0,275,161.89,0,0,4.0,0,0
1286,4514,82.49,ATM Withdrawal,2023-02-23 13:00:00,Mobile,Rural,Food,1815.0,168,153.63,0,0,2.0,1,1
1287,2975,244.49,Transfer,2023-02-23 14:00:00,Mobile,Urban,Food,1271.0,238,175.46,0,0,2.0,1,0
1288,3362,41.53,Online Purchase,2023-02-23 15:00:00,Desktop,Rural,Food,604.0,74,101.53,0,0,1.0,0,0
1289,1876,277.74,POS Purchase,2023-02-23 16:00:00,Mobile,Suburban,Travel,1453.0,454,162.72,0,0,0.0,1,0
1290,2989,53.84,POS Purchase,2023-02-23 17:00:00,Desktop,Suburban,Clothing,1782.0,293,57.76,0,0,4.0,0,0
1291,4812,30.99,Online Purchase,2023-02-23 18:00:00,Desktop,Urban,Food,1438.0,282,227.59,1,0,3.0,0,0
1292,4448,41.01,POS Purchase,2023-02-23 19:00:00,Desktop,Suburban,Clothing,1906.0,392,51.06,1,0,1.0,0,0
1293,2312,40.19,Online Purchase,2023-02-23 20:00:00,Desktop,Urban,Food,93.0,195,239.79,0,0,1.0,1,0
1294,2460,143.84,ATM Withdrawal,2023-02-23 21:00:00,,Urban,Travel,241.0,496,251.15,0,0,1.0,0,0
1295,3709,372.61,ATM Withdrawal,2023-02-23 22:00:00,Desktop,Urban,Clothing,1685.0,421,25.34,0,1,,0,0
1296,3324,16.59,ATM Withdrawal,2023-02-23 23:00:00,Mobile,Suburban,Entertainment,98.0,476,252.63,0,1,3.0,1,1
1297,2733,,POS Purchase,2023-02-24 00:00:00,Mobile,Rural,Food,1177.0,368,201.49,0,0,0.0,0,1
1298,2605,212.46,ATM Withdrawal,2023-02-24 01:00:00,Mobile,Suburban,Travel,406.0,217,47.13,0,0,4.0,0,0
1299,2526,411.96,Online Purchase,2023-02-24 02:00:00,Mobile,Suburban,Clothing,1710.0,152,299.42,1,0,0.0,0,0
1300,3671,55.98,POS Purchase,2023-02-24 03:00:00,Mobile,Suburban,Electronics,1349.0,269,192.33,0,0,1.0,0,0
1301,3563,119.61,POS Purchase,2023-02-24 04:00:00,Tablet,Suburban,Travel,1411.0,36,132.24,0,0,3.0,1,0
1302,4421,520.27,Transfer,2023-02-24 05:00:00,Desktop,Urban,Travel,,177,267.86,0,0,,0,0
1303,3890,215.76,ATM Withdrawal,2023-02-24 06:00:00,Tablet,Urban,Electronics,554.0,347,31.65,0,0,0.0,0,0
1304,4517,98.46,POS Purchase,2023-02-24 07:00:00,Mobile,Suburban,Electronics,1839.0,199,220.86,0,0,1.0,0,1
1305,4901,28.18,ATM Withdrawal,2023-02-24 08:00:00,Desktop,Urban,Entertainment,97.0,169,60.24,1,0,,0,0
1306,3397,60.89,Online Purchase,2023-02-24 09:00:00,Mobile,Suburban,Entertainment,1932.0,458,174.7,1,0,0.0,1,0
1307,2630,174.08,ATM Withdrawal,2023-02-24 10:00:00,Mobile,Suburban,,1323.0,309,46.86,0,0,0.0,0,0
1308,4735,253.29,POS Purchase,2023-02-24 11:00:00,Desktop,Urban,Travel,1186.0,124,210.16,0,0,2.0,0,0
1309,3870,,Online Purchase,2023-02-24 12:00:00,Tablet,Rural,Travel,1115.0,162,150.18,0,0,,0,0
1310,2160,183.06,POS Purchase,2023-02-24 13:00:00,Mobile,Urban,Travel,190.0,378,21.88,0,0,1.0,0,0
1311,1758,159.86,POS Purchase,2023-02-24 14:00:00,Tablet,Urban,Entertainment,1079.0,286,39.99,0,0,4.0,1,0
1312,3946,144.29,POS Purchase,2023-02-24 15:00:00,Desktop,Urban,Clothing,788.0,353,216.85,0,0,4.0,0,0
